0,499816
0,499783
0,499718
0,499524
0,499718
0,499654
0,499654
0,499686
0,499654
0,499816
0,499783
0,499783
0,499654
0,499816
0,499783
0,499751
0,499783
0,499718
0,499816
0,499654
0,499654
0,499654
0,499848
0,499718
0,499751
0,499556
0,499751
0,499881
0,499718
0,499816
0,499654
0,499816
0,499881
0,499686
0,499718
0,499718
0,499621
0,499621
0,499621
0,499848
0,499556
0,499621
0,499621
0,499524
0,499816
0,499686
0,499751
0,499913
0,499718
0,499556
0,499654
0,499913
0,499783
0,499686
0,499816
0,499783
0,499718
0,499783
0,499751
0,499621
0,499751
0,499556
0,499686
0,499816
0,499751
0,499816
0,499945
0,499654
0,499751
0,499589
0,499751
0,499718
0,499718
0,499686
0,499751
